Location_id,address_1,address_2,city,state,zip,county,location_source_value,latitude,longitude,address_type,state_abbr,flag,user_id,start_date,end_duration,end_date
4496,155 Saco Avenue,,Old Orchard Beach,ME,04064,,"155 SACO AVENUE, OLD ORCHARD BEACH, ME 04064",43.5123753180876,-70.39109577901053,Street Address,ME,SUCCESSFUL ADDRESS,45,2000-04-22,820 days 00:00:00,2002-07-21
3913,66 South Washington Street,,North Attleboro,MA,02760,,"66 SOUTH WASHINGTON STREET, NORTH ATTLEBORO, MA 02760",41.979975661175565,-71.33296956995977,Street Address,MA,SUCCESSFUL ADDRESS,45,2002-07-16,924 days 00:00:00,2005-01-25
9172,10050 West 41St Avenue,,Wheat Ridge,CO,80033,,"10050 WEST 41ST AVENUE, WHEAT RIDGE, CO 80033",39.77307503575993,-105.11003796746628,Street Address,CO,SUCCESSFUL ADDRESS,45,2002-11-28,562 days 00:00:00,2004-06-12
15328,125 Shaw Street,,Howard City,MI,49329,,"125 Shaw Street, Howard City, MI 49329",43.39601778649395,-85.46880548590238,Street Address,MI,SUCCESSFUL ADDRESS,45,2009-10-11,843 days 00:00:00,2012-02-01
4779,1 Palm St,,E Millinocket,ME,4430,,"1 PALM ST, E MILLINOCKET, ME 4430",45.628935999686334,-68.56472400034725,Street Address,ME,SUCCESSFUL ADDRESS,45,2012-10-14,416 days 00:00:00,2013-12-04
6913,324 East Main Street,,Newark,DE,19711,,"324 EAST MAIN STREET, NEWARK, DE 19711",39.68440908428705,-75.739930015108,Street Address,DE,SUCCESSFUL ADDRESS,46,2004-10-17,367 days 00:00:00,2005-10-19
7147,7777 S May Ave,OCCC,Oklahoma City,OK,73159,,"OCCC 7777 S MAY AVE, OKLAHOMA CITY, OK 73159",35.38771382982384,-97.57015211172974,Street Address,OK,SUCCESSFUL ADDRESS,46,2011-05-07,386 days 00:00:00,2012-05-27
16833,1 Church St,,Wakefield,MA,1880,,"1 CHURCH ST, WAKEFIELD, MA 1880",42.50705899990006,-71.07326599968663,Street Address,MA,SUCCESSFUL ADDRESS,46,2011-08-26,694 days 00:00:00,2013-07-20
16124,3613 Chitimacha Trail,,Jeanerette,LA,70544,,"3613 CHITIMACHA TRAIL, JEANERETTE, LA 70544",29.885020449362163,-91.53164637199076,Street Address,LA,SUCCESSFUL ADDRESS,47,2010-10-20,965 days 00:00:00,2013-06-11
5616,1 Longhorn Dr,,Agua Dulce,TX,78330,,"1 LONGHORN DR, AGUA DULCE, TX 78330",27.78552676461122,-97.91328986171222,Street Address,TX,SUCCESSFUL ADDRESS,47,2018-10-09,703 days 00:00:00,2020-09-11
9845,10555 Stead Boulevard,,Reno,NV,89506,,"10555 STEAD BOULEVARD, RENO, NV 89506",39.62358731228985,-119.88264075500408,Street Address,NV,SUCCESSFUL ADDRESS,49,2010-10-17,941 days 00:00:00,2013-05-15
9141,126 East Main Street,,Deshler,OH,43516,,"126 East Main Street, Deshler, OH 43516",41.20645982363288,-83.90057960689442,Street Address,OH,SUCCESSFUL ADDRESS,49,2012-12-30,718 days 00:00:00,2014-12-18
12269,15505 South Pleasant Valley Road,,Kuna,ID,83634,,"15505 SOUTH PLEASANT VALLEY ROAD, KUNA, ID 83634",43.46183741001902,-116.2357734666954,Street Address,ID,SUCCESSFUL ADDRESS,49,2016-03-18,949 days 00:00:00,2018-10-23
12126,1001 Clay Ave,,Tyrone,PA,16686,,"1001 CLAY AVE, TYRONE, PA 16686",40.67358450522841,-78.24963848942022,Street Address,PA,SUCCESSFUL ADDRESS,50,2004-04-04,820 days 00:00:00,2006-07-03
10984,19937 430Th Street,,Clarissa,MN,56440,,"19937 430TH STREET, CLARISSA, MN 56440",46.25207416324824,-94.95029123920273,Street Address,MN,SUCCESSFUL ADDRESS,50,2023-07-23,391 days 00:00:00,2024-08-17
978,1 Bulldog Ave,,Baltic,SD,57003,,"1 BULLDOG AVE, BALTIC, SD 57003",43.75897593627088,-96.73358603478871,Street Address,SD,SUCCESSFUL ADDRESS,51,2001-10-05,958 days 00:00:00,2004-05-20
16491,8211 West 3500 South,,Magna,UT,84044,,"8211 WEST 3500 SOUTH, MAGNA, UT 84044",40.69611535951488,-112.08750381881865,Street Address,UT,SUCCESSFUL ADDRESS,51,2004-07-21,557 days 00:00:00,2006-01-29
3164,4110 Stanton Ogletown Road,,Newark,DE,19713,,"4110 STANTON OGLETOWN ROAD, NEWARK, DE 19713",39.68564709160008,-75.68428993576643,Street Address,DE,SUCCESSFUL ADDRESS,51,2005-06-28,905 days 00:00:00,2007-12-20
2832,44 Hallowell Rd,,Chelsea,ME,4330,,"44 HALLOWELL RD, CHELSEA, ME 4330",44.28480600005084,-69.7728280002995,Street Address,ME,SUCCESSFUL ADDRESS,51,2007-07-15,895 days 00:00:00,2009-12-26
6504,111 Pattit Rd,,Dayton,WA,99328,,"111 Pattit Rd, Dayton, WA 99328",46.326392898480535,-117.96949935826972,Street Address,WA,SUCCESSFUL ADDRESS,51,2014-08-29,707 days 00:00:00,2016-08-05
19173,42 Cross Rd,,Stamford,CT,6905,,"42 CROSS RD, STAMFORD, CT 6905",41.07702299966564,-73.5517789998258,Street Address,CT,SUCCESSFUL ADDRESS,51,2015-10-22,993 days 00:00:00,2018-07-11
4956,1080 Labaron Dr,,Miami Springs,FL,33166,,"1080 LABARON DR, MIAMI SPRINGS, FL 33166",25.81254784903645,-80.27440814470523,Street Address,FL,SUCCESSFUL ADDRESS,52,2003-11-28,817 days 00:00:00,2006-02-22
3084,1565 Fe Sellers Highway,,Monticello,MS,39654,,"1565 FE SELLERS HIGHWAY, MONTICELLO, MS 39654",31.53626887994056,-90.1073708981877,Street Address,MS,SUCCESSFUL ADDRESS,52,2013-01-16,525 days 00:00:00,2014-06-25
10416,1 Hatfield Lane,,Goshen,NY,10924,,"1 HATFIELD LANE, GOSHEN, NY 10924",41.39247599743539,-74.3370946321291,Street Address,NY,SUCCESSFUL ADDRESS,53,2004-01-23,973 days 00:00:00,2006-09-22
2863,2555 South Kirkman Road,,Orlando,FL,32811,,"2555 SOUTH KIRKMAN ROAD, ORLANDO, FL 32811",28.515398537244582,-81.45821222304696,Street Address,FL,SUCCESSFUL ADDRESS,54,2012-05-28,513 days 00:00:00,2013-10-23
10701,1555 Liberty Lane,,Missoula,MT,59808,,"1555 LIBERTY LANE, MISSOULA, MT 59808",46.87782796578175,-114.02021847792128,Street Address,MT,SUCCESSFUL ADDRESS,55,2003-04-14,544 days 00:00:00,2004-10-09
16812,600 E Fairview Ave,,Homer,AK,99603,,"600 E FAIRVIEW AVE, HOMER, AK 99603",59.651912728849446,-151.52812959434812,Street Address,AK,SUCCESSFUL ADDRESS,55,2013-01-05,454 days 00:00:00,2014-04-04
272,117 South Mulberry Ave,,Butler,AL,36904,,"117 SOUTH MULBERRY AVE, BUTLER, AL 36904",32.088557876420666,-88.22280885722755,Street Address,AL,SUCCESSFUL ADDRESS,55,2013-06-09,835 days 00:00:00,2015-09-22
88,1745 Baltimore Boulevard,,Westminster,MD,21157,,"1745 Baltimore Boulevard, Westminster, MD 21157",39.54345899979169,-76.93477890052921,Street Address,MD,SUCCESSFUL ADDRESS,56,2001-02-18,881 days 00:00:00,2003-07-19
15024,2008 3Rd Street,,La Grande,OR,97850,,"2008 3RD STREET, LA GRANDE, OR 97850",45.33027047571064,-118.09825510443656,Street Address,OR,SUCCESSFUL ADDRESS,56,2009-04-17,661 days 00:00:00,2011-02-07
15688,2630 N Pacific Hwy,,Woodburn,OR,97071,,"2630 N PACIFIC HWY, WOODBURN, OR 97071",45.15568221532863,-122.81965895171376,Street Address,OR,SUCCESSFUL ADDRESS,57,2004-02-25,923 days 00:00:00,2006-09-05
361,515 Dayton Street,,Ranchester,Wyoming,82839,,"515 Dayton Street, Ranchester, Wyoming 82839",44.908847,-107.166122,Street Address,WY,SUCCESSFUL ADDRESS,57,2006-12-13,409 days 00:00:00,2008-01-26
8165,524 W 184Th St,STE 4-A,New York,NY,10033,,"524 W 184TH ST STE 4-A, NEW YORK, NY 10033",40.85039499996085,-73.93083300015678,Street Address,NY,SUCCESSFUL ADDRESS,58,2002-09-17,971 days 00:00:00,2005-05-15
3045,1404 Jackson Street Ne,,Washington,DC,20017,,"1404 JACKSON STREET NE, WASHINGTON, DC 20017",38.92955465925118,-76.98692467265442,Street Address,DC,SUCCESSFUL ADDRESS,58,2008-11-24,552 days 00:00:00,2010-05-30
9394,1300 Ludlow Rd,,Ludlow,SD,57755,,"1300 LUDLOW RD, LUDLOW, SD 57755",45.835160816935904,-103.37596476137809,Street Address,SD,SUCCESSFUL ADDRESS,58,2009-10-19,774 days 00:00:00,2011-12-02
19108,533 Fellowship Road,Suite 250,Mount Laurel,New Jersey,08054,,"533 Fellowship Road, Suite 250, Mount Laurel, New Jersey 08054",39.6513660000001,-75.3279379999999,Street Address,NJ,SUCCESSFUL ADDRESS,58,2017-02-18,870 days 00:00:00,2019-07-08
14913,161 Hwy 25,,Conway,AR,72032,,"161 HWY 25, Conway, AR 72032",35.140089280462725,-92.4572378426825,Street Address,AR,SUCCESSFUL ADDRESS,58,2018-10-24,568 days 00:00:00,2020-05-14
9721,9655 Colorado Lane North,,Brooklyn Park,MN,55445,,"9655 COLORADO LANE NORTH, BROOKLYN PARK, MN 55445",45.131405128579466,-93.36059420358023,Street Address,MN,SUCCESSFUL ADDRESS,59,2000-07-15,926 days 00:00:00,2003-01-27
3798,309 Cleveland St,,Sundance,WY,82729,,"309 CLEVELAND ST, SUNDANCE, WY 82729",44.40539130423274,-104.378539678384,Street Address,WY,SUCCESSFUL ADDRESS,59,2005-08-20,398 days 00:00:00,2006-09-22
9753,1044 East Hazelwood Avenue,,Rahway,NJ,07065,,"1044 EAST HAZELWOOD AVENUE, RAHWAY, NJ 07065",40.60046795367944,-74.2590136838777,Street Address,NJ,SUCCESSFUL ADDRESS,59,2011-03-27,844 days 00:00:00,2013-07-18
857,363 Festus Centre Drive,,Festus,Missouri,63028,,"363 Festus Centre Drive, Festus, Missouri 63028",38.2127180000001,-90.3938579999999,Street Address,MO,SUCCESSFUL ADDRESS,59,2015-09-12,393 days 00:00:00,2016-10-09
6288,2519 Martin Luther King Dr,,San Antonio,TX,78203,,"2519 MARTIN LUTHER KING DR, SAN ANTONIO, TX 78203",29.41494386599721,-98.44437061925709,Street Address,TX,SUCCESSFUL ADDRESS,59,2019-11-26,937 days 00:00:00,2022-06-20
3635,4 Watson St,,Nashua,NH,3064,,"4 WATSON ST, NASHUA, NH 3064",42.77572700012367,-71.48760999974728,Street Address,NH,SUCCESSFUL ADDRESS,60,2005-07-03,998 days 00:00:00,2008-03-27
16935,411 East 11Th Street,,Schuyler,NE,68661,,"411 EAST 11TH STREET, SCHUYLER, NE 68661",41.44700269946032,-97.05535786662412,Street Address,NE,SUCCESSFUL ADDRESS,60,2006-05-13,832 days 00:00:00,2008-08-22
17591,4624 South Holladay Boulevard,,Salt Lake City,UT,84117,,"4624 SOUTH HOLLADAY BOULEVARD, SALT LAKE CITY, UT 84117",40.66999785238356,-111.82650275339016,Street Address,UT,SUCCESSFUL ADDRESS,60,2015-02-24,627 days 00:00:00,2016-11-12
7207,1065 Thornfield Rd,,Kaysville,UT,84037,,"1065 THORNFIELD RD, KAYSVILLE, UT 84037",41.05172995471772,-111.9197206429624,Street Address,UT,SUCCESSFUL ADDRESS,61,2010-05-19,980 days 00:00:00,2013-01-23
8789,100 N Peters Ave,,Fond Du Lac,WI,54935,,"100 N PETERS AVE, FOND DU LAC, WI 54935",43.781290201895125,-88.47270115697569,Street Address,WI,SUCCESSFUL ADDRESS,61,2019-02-20,620 days 00:00:00,2020-11-01
12781,5802 Us Hwy 160,,Theodosia,MO,65761,,"5802 US HWY 160, THEODOSIA, MO 65761",36.58200138971317,-92.67255398210422,Street Address,MO,SUCCESSFUL ADDRESS,61,2021-11-16,777 days 00:00:00,2024-01-02
9524,1954 State Farm Rd,,State Farm,VA,23160,,"1954 STATE FARM RD, STATE FARM, VA 23160",37.6446731869055,-77.82711992670362,Street Address,VA,SUCCESSFUL ADDRESS,62,2001-11-17,744 days 00:00:00,2003-12-01
12956,1216 New York Avenue,,Knoxville,TN,37921,,"1216 New York Avenue, Knoxville, TN 37921",35.983216555204606,-83.95263579632456,Street Address,TN,SUCCESSFUL ADDRESS,62,2005-10-24,726 days 00:00:00,2007-10-20
10583,1519 32Nd Street South,,Brookings,SD,57006,,"1519 32nd Street South, Brookings, SD 57006",44.26873779378556,-96.77910613970376,Street Address,SD,SUCCESSFUL ADDRESS,63,2010-01-15,455 days 00:00:00,2011-04-15
3676,1525 18Th Street,,Spirit Lake,Iowa,51360,,"1525 18th Street, Spirit Lake, Iowa 51360",43.4225840000001,-95.1130139999999,Street Address,IA,SUCCESSFUL ADDRESS,63,2010-09-08,741 days 00:00:00,2012-09-18
1149,1931 Eagan Avenue,,Fairbanks,AK,99701,,"1931 EAGAN AVENUE, FAIRBANKS, AK 99701",64.83306443084162,-147.7585756754014,Street Address,AK,SUCCESSFUL ADDRESS,63,2010-12-09,782 days 00:00:00,2013-01-29
1410,1351 Nicholson St Nw,,Washington,DC,20011,,"1351 NICHOLSON ST NW, WASHINGTON, DC 20011",38.96043164206292,-77.03156608238947,Street Address,DC,SUCCESSFUL ADDRESS,63,2014-06-23,979 days 00:00:00,2017-02-26
11336,122 Legend Rd,,Lumberton,NC,28358,,"122 LEGEND RD, LUMBERTON, NC 28358",34.58522070151334,-79.05218995040269,Street Address,NC,SUCCESSFUL ADDRESS,63,2023-08-20,687 days 00:00:00,2025-07-07
2782,7555 Enchanted Hills Boulevard,,Rio Rancho,NM,87144,,"7555 ENCHANTED HILLS BOULEVARD, RIO RANCHO, NM 87144",35.32800040044639,-106.58048999463178,Street Address,NM,SUCCESSFUL ADDRESS,64,2005-12-30,399 days 00:00:00,2007-02-02
13283,3301 Willoughby Beach Road,,Edgewood,MD,21040-3502,,"3301 Willoughby Beach Road, Edgewood, MD 21040-3502",39.43264852154866,-76.27076778824998,Street Address,MD,SUCCESSFUL ADDRESS,64,2007-12-01,840 days 00:00:00,2010-03-20
18955,1195 S Elk Ridge Drive,,Salem,UT,84653,,"1195 S ELK RIDGE DRIVE, SALEM, UT 84653",40.03647459796864,-111.6913652541724,Street Address,UT,SUCCESSFUL ADDRESS,64,2021-03-13,384 days 00:00:00,2022-04-01
5800,2320 Avenue J,,Omaha,NE,68110,,"2320 AVENUE J, OMAHA, NE 68110",41.28355311350038,-95.90045669808532,Street Address,NE,SUCCESSFUL ADDRESS,64,2023-02-27,713 days 00:00:00,2025-02-09
8705,21 Barrio Monacillos,,San Juan,PR,00929,,"CARRETERA 21 BARRIO MONACILLOS, SAN JUAN, PR 00929",18.38847350106252,-66.07076620744962,Street Address,PR,SUCCESSFUL ADDRESS,65,2011-01-06,624 days 00:00:00,2012-09-21
8138,2100 Canyon Parkway,,Sparks,NV,89436,,"2100 CANYON PARKWAY, SPARKS, NV 89436",39.58064895291477,-119.7069526552775,Street Address,NV,SUCCESSFUL ADDRESS,65,2022-05-09,926 days 00:00:00,2024-11-20
12214,26405 Hwy 107,,Jacksonville,AR,72076,,"26405 HWY 107, JACKSONVILLE, AR 72076",34.95094984898649,-92.1574236810998,Street Address,AR,SUCCESSFUL ADDRESS,66,2014-05-18,856 days 00:00:00,2016-09-20
14561,60 S Pioneer St,,Lowell,OR,97452,,"60 S PIONEER ST, LOWELL, OR 97452",43.91725905005091,-122.7810048896296,Street Address,OR,SUCCESSFUL ADDRESS,67,2005-04-17,431 days 00:00:00,2006-06-22
17399,2 Elementary Drive,,Treynor,IA,51575,,"2 ELEMENTARY DRIVE, TREYNOR, IA 51575",41.23110809181626,-95.60307194419065,Street Address,IA,SUCCESSFUL ADDRESS,67,2005-07-02,947 days 00:00:00,2008-02-04
13698,3601 Country Club Blvd,,Sioux City,IA,51104,,"3601 COUNTRY CLUB BLVD, SIOUX CITY, IA 51104",42.53209024798365,-96.41289853572088,Street Address,IA,SUCCESSFUL ADDRESS,68,2000-01-01,830 days 00:00:00,2002-04-10
3285,103 West Main Street,,Parkston,South Dakota,57366,,"103 West Main Street, Parkston, South Dakota 57366",43.724836,-97.8232009999999,Street Address,SD,SUCCESSFUL ADDRESS,68,2004-09-13,757 days 00:00:00,2006-10-10
12442,21 Readfield Rd,,Manchester,ME,4351,,"21 READFIELD RD, MANCHESTER, ME 4351",44.325840999711424,-69.86235800020317,Street Address,ME,SUCCESSFUL ADDRESS,69,2017-10-26,420 days 00:00:00,2018-12-20
18442,200A Pioneer Road,,Red River,NM,87558,,"200A PIONEER ROAD, RED RIVER, NM 87558",36.70901668253643,-105.40998252849565,Street Address,NM,SUCCESSFUL ADDRESS,70,2010-03-03,630 days 00:00:00,2011-11-23
19950,100 Hulton Rd,,Oakmont,PA,15139,,"100 HULTON RD, OAKMONT, PA 15139",40.525604524818654,-79.84410319129007,Street Address,PA,SUCCESSFUL ADDRESS,71,2010-05-11,652 days 00:00:00,2012-02-22
16272,1 Highlander Way,,Huntington,WV,25701,,"1 HIGHLANDER WAY, HUNTINGTON, WV 25701",38.3935465628451,-82.39857847565943,Street Address,WV,SUCCESSFUL ADDRESS,71,2018-07-11,399 days 00:00:00,2019-08-14
5995,32363 State Highway 79,,Warner Springs,CA,92086,,"32363 STATE HIGHWAY 79, WARNER SPRINGS, CA 92086",33.32449679278016,-116.6832104840042,Street Address,CA,SUCCESSFUL ADDRESS,72,2002-07-18,720 days 00:00:00,2004-07-07
3786,900 South Progress Boulevard,,Tuscola,Illinois,61953,,"900 South Progress Boulevard, Tuscola, Illinois 61953",39.792331,-88.2701279999999,Street Address,IL,SUCCESSFUL ADDRESS,72,2008-06-12,582 days 00:00:00,2010-01-15
18555,6794 Us Highway 76,,Prosperity,SC,29127,,"6794 US HIGHWAY 76, PROSPERITY, SC 29127",34.209534287906465,-81.47540605394178,Street Address,SC,SUCCESSFUL ADDRESS,72,2010-08-05,595 days 00:00:00,2012-03-22
15979,2311 Monterey Road,,Colorado Springs,CO,80910,,"2311 MONTEREY ROAD, COLORADO SPRINGS, CO 80910",38.79974425695331,-104.76759329826822,Street Address,CO,SUCCESSFUL ADDRESS,72,2010-11-02,525 days 00:00:00,2012-04-10
6356,1051 East Cary Street,Suite 1200,Richmond,Virginia,23219,,"1051 East Cary Street, Suite 1200, Richmond, Virginia 23219",37.9584360000001,-76.7574109999999,Street Address,VA,SUCCESSFUL ADDRESS,72,2023-07-03,788 days 00:00:00,2025-08-29
10198,2700 South California Avenue,,Chicago,IL,60608,,"2700 SOUTH CALIFORNIA AVENUE, CHICAGO, IL 60608",41.84077769470145,-87.69687060156372,Street Address,IL,SUCCESSFUL ADDRESS,73,2008-07-05,975 days 00:00:00,2011-03-07
13447,4750 North Five Mile Road,,Boise,ID,83713,,"4750 NORTH FIVE MILE ROAD, BOISE, ID 83713",43.64792695290643,-116.31341264078416,Street Address,ID,SUCCESSFUL ADDRESS,74,2003-07-09,430 days 00:00:00,2004-09-11
17893,350 Jose Cruz Avenue,,Agana Heights,GU,96919,,"350 JOSE CRUZ AVENUE, AGANA HEIGHTS, GU 96919",13.46502013501542,144.746977529955,Street Address,GU,SUCCESSFUL ADDRESS,74,2021-09-20,995 days 00:00:00,2024-06-11
1762,2900 S Higley Rd,,Rawlins,WY,82301,,"2900 S HIGLEY RD, RAWLINS, WY 82301",41.76246286379964,-107.21379511775596,Street Address,WY,SUCCESSFUL ADDRESS,75,2002-10-01,633 days 00:00:00,2004-06-25
16238,111 South Grand St,,Montague,TX,76251,,"111 SOUTH GRAND ST, MONTAGUE, TX 76251",33.66436840041471,-97.71901194868708,Street Address,TX,SUCCESSFUL ADDRESS,75,2004-05-13,479 days 00:00:00,2005-09-04
7669,3920 East Ashwood Rd,,Madras,OR,97741,,"3920 EAST ASHWOOD RD, MADRAS, OR 97741",44.637492995322845,-121.0510234627308,Street Address,OR,SUCCESSFUL ADDRESS,75,2013-12-26,802 days 00:00:00,2016-03-07
1399,315 Fourth Avenue,,Chula Vista,CA,91910,,"315 FOURTH AVENUE, CHULA VISTA, CA 91910",32.63993272183912,-117.08303758893597,Street Address,CA,SUCCESSFUL ADDRESS,75,2016-11-14,521 days 00:00:00,2018-04-19
403,524 Main Street,,Hazard,Kentucky,41701,,"524 Main Street, Hazard, Kentucky 41701",37.248703,-83.1956189999999,Street Address,KY,SUCCESSFUL ADDRESS,75,2020-12-15,740 days 00:00:00,2022-12-25
15803,1000 Indian School Rd,,Albuquerque,NM,87104,,"1000 INDIAN SCHOOL RD, ALBUQUERQUE, NM 87104",35.1074440820714,-106.65596044585403,Street Address,NM,SUCCESSFUL ADDRESS,76,2006-03-11,757 days 00:00:00,2008-04-06
2300,1565 West Drahner Road,,Oxford,MI,48371,,"1565 West Drahner Road, Oxford, MI 48371",42.808956383547965,-83.28646337969252,Street Address,MI,SUCCESSFUL ADDRESS,76,2016-01-05,626 days 00:00:00,2017-09-22
16963,225 Corry Street,,Yellow Springs,OH,45387,,"225 Corry Street, Yellow Springs, OH 45387",39.80597264918654,-83.88774931554272,Street Address,OH,SUCCESSFUL ADDRESS,76,2023-07-10,717 days 00:00:00,2025-06-26
13572,240 Budig Drive,,Aberdeen,OH,45101,,"240 Budig Drive, Aberdeen, OH 45101",38.66310008436736,-83.76474652598247,Street Address,OH,SUCCESSFUL ADDRESS,77,2021-06-10,658 days 00:00:00,2023-03-30
16504,6250 N 82Nd St,,Scottsdale,AZ,85250,,"6250 N 82ND ST, SCOTTSDALE, AZ 85250",33.52656318465856,-111.90559132303112,Street Address,AZ,SUCCESSFUL ADDRESS,78,2005-04-29,984 days 00:00:00,2008-01-08
9493,11100 South Memorial Parkway,,Huntsville,AL,35803,,"11100 SOUTH MEMORIAL PARKWAY, HUNTSVILLE, AL 35803",34.62744462005117,-86.56775049839064,Street Address,AL,SUCCESSFUL ADDRESS,78,2008-10-19,573 days 00:00:00,2010-05-15
4834,808 E Woodland Ave,,Barron,WI,54812,,"808 E WOODLAND AVE, BARRON, WI 54812",45.39713739105753,-91.84570196774376,Street Address,WI,SUCCESSFUL ADDRESS,78,2021-03-22,472 days 00:00:00,2022-07-07
1943,100 North Walnut Street,,Colfax,Iowa,50054,,"100 North Walnut Street, Colfax, Iowa 50054",41.6779430000001,-93.2454389999999,Street Address,IA,SUCCESSFUL ADDRESS,78,2022-05-01,641 days 00:00:00,2024-02-01
2263,5430 West Sample Road,,Margate,FL,33073,,"5430 WEST SAMPLE ROAD, MARGATE, FL 33073",26.27335577686852,-80.19795971919272,Street Address,FL,SUCCESSFUL ADDRESS,80,2011-02-02,710 days 00:00:00,2013-01-12
6461,9 W Minnesota Ave,,Winger,Minnesota,56592,,"9 W Minnesota Ave, Winger, Minnesota 56592",47.5362820000001,-95.9887309999999,Street Address,MN,SUCCESSFUL ADDRESS,80,2020-04-19,496 days 00:00:00,2021-08-28
12509,2600 Douglass Road Se,,Washington,DC,20020,,"2600 DOUGLASS ROAD SE, WASHINGTON, DC 20020",38.856433544310654,-76.98834329394772,Street Address,DC,SUCCESSFUL ADDRESS,80,2020-05-04,817 days 00:00:00,2022-07-30
15999,1205 United States Highway 22,,Phillipsburg,NJ,08865,,"1205 UNITED STATES HIGHWAY 22, PHILLIPSBURG, NJ 08865",40.6797939499388,-75.1442858226356,Street Address,NJ,SUCCESSFUL ADDRESS,80,2021-11-26,636 days 00:00:00,2023-08-24
3046,1631 Division Ave East,,Ephrata,WA,98823,,"1631 DIVISION AVE EAST, EPHRATA, WA 98823",47.31721202191356,-119.52666676888909,Street Address,WA,SUCCESSFUL ADDRESS,81,2005-01-15,520 days 00:00:00,2006-06-19
17920,4390 Campbells Run Road,,Pittsburgh,PA,15205,,"4390 CAMPBELLS RUN ROAD, PITTSBURGH, PA 15205",40.42622008902192,-80.11906891186493,Street Address,PA,SUCCESSFUL ADDRESS,81,2019-08-30,504 days 00:00:00,2021-01-15
13074,8860 Back Valley Road,,Evensville,TN,37332,,"8860 Back Valley Road, Evensville, TN 37332",35.58973996420605,-84.9469640897009,Street Address,TN,SUCCESSFUL ADDRESS,82,2009-12-03,598 days 00:00:00,2011-07-24
4276,125 Commons Way,,Villa Rica,GA,30180,,"125 COMMONS WAY, VILLA RICA, GA 30180",33.717138083619844,-84.93596862797827,Street Address,GA,SUCCESSFUL ADDRESS,82,2012-08-12,588 days 00:00:00,2014-03-23
5011,3 Signature Circle,,Sharples,WV,25183,,"3 Signature Circle, Sharples, WV 25183",37.92008850018152,-81.82942819974183,Street Address,WV,SUCCESSFUL ADDRESS,82,2023-05-22,970 days 00:00:00,2026-01-16
12256,56 Tiogue Ave,,West Warwick,RI,2893,,"56 TIOGUE AVE, WEST WARWICK, RI 2893",41.68028400017896,-71.5297679998114,Street Address,RI,SUCCESSFUL ADDRESS,83,2006-06-27,591 days 00:00:00,2008-02-08
6887,1 Middlebrook Rd,RT 7,Ferrisburg,VT,5456,,"1 MIDDLEBROOK RD RT 7, FERRISBURG, VT 5456",44.20562799993246,-73.2461329996731,Street Address,VT,SUCCESSFUL ADDRESS,83,2008-12-22,705 days 00:00:00,2010-11-27
11936,505 Barrick Rd,,Janesville,IA,50647,,"505 BARRICK RD, JANESVILLE, IA 50647",42.64988588891755,-92.4589278081922,Street Address,IA,SUCCESSFUL ADDRESS,83,2016-08-17,410 days 00:00:00,2017-10-01
8244,13856 North Dale Mabry Highway,,Tampa,FL,33618,,"13856 NORTH DALE MABRY HIGHWAY, TAMPA, FL 33618",28.071022887903663,-82.506983944585,Street Address,FL,SUCCESSFUL ADDRESS,83,2019-06-01,441 days 00:00:00,2020-08-15
14151,230 Ne 6Th St,,Bend,OR,97701,,"230 NE 6TH ST, BEND, OR 97701",44.05225640889077,-121.29591409625714,Street Address,OR,SUCCESSFUL ADDRESS,83,2020-03-29,915 days 00:00:00,2022-09-30
8268,18 County Road 50,,Velarde,NM,87582,,"18 County Road 50, Velarde, NM 87582",36.17054584359551,-105.9673712746877,Street Address,NM,SUCCESSFUL ADDRESS,84,2001-05-10,441 days 00:00:00,2002-07-25
15454,13823 Outlet Drive,,Silver Spring,MD,20904,,"13823 OUTLET DRIVE, SILVER SPRING, MD 20904",39.08217822513807,-76.9453739238409,Street Address,MD,SUCCESSFUL ADDRESS,84,2002-12-25,655 days 00:00:00,2004-10-10
5353,6624 Beard Woods Lane,,Harrisonburg,VA,22802,,"6624 BEARD WOODS LANE, HARRISONBURG, VA 22802",38.53186597201819,-78.81655786594932,Street Address,VA,SUCCESSFUL ADDRESS,84,2015-02-28,966 days 00:00:00,2017-10-21
13006,105 W Jones St,,Hollis,OK,73550,,"105 W JONES ST, HOLLIS, OK 73550",34.682631940032294,-99.91892100007414,Street Address,OK,SUCCESSFUL ADDRESS,85,2006-01-03,808 days 00:00:00,2008-03-21
6064,603 Avenue B,,Youngsville,LA,70592,,"603 AVENUE B, YOUNGSVILLE, LA 70592",30.095230925825625,-91.99761460567886,Street Address,LA,SUCCESSFUL ADDRESS,85,2011-01-21,819 days 00:00:00,2013-04-19
18804,410 Atlantic Boulevard,,Neptune Beach,FL,32266,,"410 ATLANTIC BOULEVARD, NEPTUNE BEACH, FL 32266",30.324269570756748,-81.39915366867207,Street Address,FL,SUCCESSFUL ADDRESS,85,2014-06-28,923 days 00:00:00,2017-01-06
956,20 N Whittlesey Ave,,Wallingford,CT,6492,,"20 N WHITTLESEY AVE, WALLINGFORD, CT 6492",41.45553999987648,-72.81963899973046,Street Address,CT,SUCCESSFUL ADDRESS,86,2004-08-12,477 days 00:00:00,2005-12-02
